name,association,experiment,image,image.label,intensity,location,position,shape,shape.length,shape.roundness,shape.width.max,shape.width.mean,shape.width.min,zscore
b12,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,42.089947,(x=33.02 y=15.48),1,1,2.7011275,0.33667448,0.7628324,0.76152146,0.7563838,7.3390603
b13,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,40.272728,(x=34.31 y=77.47),1,1,2.0003042,0.3727061,0.6315499,0.63019526,0.6268145,7.592799
b14,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.784,(x=36.97 y=103.03),1,1,1.9756112,0.3885475,0.6529334,0.65143657,0.6476786,6.9628882
b15,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,40.20611,(x=38.00 y=80.16),1,1,1.8772309,0.49995995,0.8180312,0.8150511,0.80905795,7.602102
b16,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,45.29221,(x=41.96 y=42.85),1,1,2.7272148,0.26647896,0.60116935,0.5999286,0.59436816,6.891927
b17,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.407642,(x=44.26 y=97.06),1,1,2.2526567,0.39399362,0.75534457,0.7538198,0.74912524,7.015439
b18,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,42.904762,(x=45.12 y=94.48),1,1,2.242559,0.36606222,0.6947507,0.6929483,0.68754643,7.225287
b19,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,45.23256,(x=50.64 y=52.73),1,1,3.2574854,0.26495084,0.71398616,0.712693,0.70561194,6.9002557
b21,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.828876,(x=55.06 y=35.45),1,1,2.7428055,0.31065893,0.7112158,0.7096657,0.70339674,6.956622
b22,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,42.55263,(x=56.55 y=68.77),1,1,2.150545,0.41639224,0.76569027,0.763886,0.7591672,7.274455
b24,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,47.700638,(x=58.86 y=40.46),1,1,2.627535,0.30253032,0.6591777,0.65809834,0.65386426,6.555637
b25,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,43.88889,(x=60.40 y=41.73),1,1,2.446899,0.36000857,0.74418503,0.74238914,0.7332877,7.087873
b26,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,40.376923,(x=60.87 y=52.68),1,1,1.8000833,0.49496183,0.77771604,0.76604754,0.7388171,7.5782504
b27,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,40.83898,(x=61.75 y=25.10),1,1,1.8900541,0.44473273,0.7159689,0.7130479,0.7074229,7.513733
b28,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.291866,(x=66.83 y=67.22),1,1,3.1004612,0.2900957,0.74446684,0.74299264,0.73336387,7.0316052
b29,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,40.386074,(x=72.86 y=50.09),1,1,2.1641698,0.43511564,0.80845577,0.8061419,0.8002952,7.5769725
b30,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,51.026043,(x=77.08 y=41.78),1,1,3.4984758,0.20218672,0.5725156,0.57169694,0.566621,6.091309
b31,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,42.51773,(x=76.57 y=3.30),1,1,1.9372572,0.47908178,0.8038096,0.80139136,0.79630476,7.2793283
b32,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,47.487343,(x=76.48 y=44.14),1,1,2.464369,0.31502947,0.6490057,0.6477859,0.6435082,6.585419
b34,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,42.462585,(x=82.35 y=28.95),1,1,2.1315057,0.40725407,0.7405651,0.7389138,0.73471814,7.2870283
b35,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.65888,(x=82.87 y=71.16),1,1,2.996115,0.30655923,0.7636202,0.76249766,0.7575668,6.980359
b36,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.356785,(x=87.87 y=97.45),1,1,3.0473185,0.2764903,0.6966379,0.6953491,0.6891426,7.0225406
b37,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.987656,(x=88.79 y=99.57),1,1,2.5220778,0.3292893,0.6974144,0.6958539,0.69040394,6.9344516
b38,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,42.68667,(x=88.99 y=15.63),1,1,2.0751948,0.44341707,0.78966564,0.7873988,0.7815501,7.2557397
b39,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,43.238808,(x=92.13 y=103.81),1,1,2.006799,0.40905207,0.70162344,0.6993679,0.6937453,7.178644
b40,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.347828,(x=94.60 y=50.78),1,1,2.0293584,0.46282917,0.80247766,0.8005697,0.7963204,7.0237913
b41,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.554455,(x=95.92 y=20.99),1,1,2.8652713,0.30949205,0.7394166,0.7383858,0.7337048,6.99494
b42,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,41.20958,(x=97.38 y=62.25),1,1,2.2695725,0.4166882,0.80934453,0.8072768,0.80101615,7.461986
b45,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,43.462856,(x=102.13 y=77.46),1,1,2.636001,0.32422352,0.71527725,0.7135284,0.70662594,7.14736
b47,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.309643,(x=105.10 y=16.18),1,1,2.7359667,0.34195694,0.7865904,0.7852905,0.7801218,7.029123
b48,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,44.278027,(x=107.10 y=60.86),1,1,4.1021852,0.17405686,0.5771115,0.57641196,0.5708852,7.0335374
b50,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,45.32984,(x=112.99 y=78.30),1,1,2.7999609,0.32335877,0.7586912,0.7575338,0.7529075,6.886672
b51,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,40.203823,(x=117.02 y=70.44),1,1,2.3367596,0.37186348,0.73508924,0.73313946,0.72428316,7.602421
b52,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,45.367443,(x=120.96 y=50.24),1,1,3.1605027,0.29612672,0.7781216,0.7769022,0.7709984,6.881422
b53,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,42.736362,(x=122.26 y=0.62),1,1,1.6942302,0.49737203,0.73558044,0.73221225,0.727142,7.2488008
b55,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image006,39.50862,(x=128.51 y=58.57),1,1,1.6546907,0.5192965,0.7520382,0.7494155,0.7455043,7.699492
b61,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,44.84163,(x=3.22 y=65.86),2,1,3.28018,0.25743118,0.6966679,0.6954778,0.6889283,6.6640863
b63,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,45.35294,(x=11.75 y=2.25),2,1,2.8358378,0.30284178,0.716196,0.7146437,0.7076526,6.596702
b64,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,46.696583,(x=22.05 y=66.43),2,1,4.3422556,0.15987171,0.5616183,0.5610425,0.5561797,6.419628
b65,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.353447,(x=22.11 y=12.66),2,1,1.6481543,0.52154195,0.8150769,0.7816074,0.7440641,6.9919953
b66,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,41.177143,(x=25.83 y=11.88),2,1,2.5493085,0.34277907,0.7335326,0.73167276,0.72282255,7.147017
b67,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,44.836365,(x=27.10 y=97.75),2,1,1.664024,0.5081234,0.7401268,0.7360744,0.7300122,6.66478
b69,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,39.42177,(x=30.30 y=51.03),2,1,2.0660555,0.45288837,0.8075996,0.8052539,0.7993532,7.3783517
b70,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,41.37086,(x=32.84 y=103.60),2,1,2.1115162,0.4311258,0.78234893,0.7804725,0.77577984,7.121487
b71,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,39.866665,(x=33.14 y=35.33),2,1,2.3830743,0.3360064,0.6725912,0.6712563,0.6666213,7.3197203
b72,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.84375,(x=36.27 y=57.48),2,1,1.5009524,0.5205718,0.7465888,0.70684826,0.6682776,6.92738
b73,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.408165,(x=37.24 y=58.52),2,1,1.5428691,0.5065901,0.7360441,0.7026672,0.66414785,6.9847846
b74,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,45.70213,(x=38.50 y=58.00),2,1,2.9661195,0.27689427,0.6714339,0.6701283,0.6645668,6.550684
b75,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,43.97037,(x=38.38 y=102.76),2,1,1.9411232,0.44408697,0.74153423,0.7387452,0.7304441,6.7789063
b76,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.587788,(x=40.78 y=42.39),2,1,1.9154309,0.410992,0.67267233,0.6709058,0.6674029,6.961113
b77,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.586956,(x=41.16 y=44.61),2,1,2.1438184,0.39440045,0.7163302,0.71372414,0.7071261,6.961222
b79,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,40.72222,(x=47.43 y=11.69),2,1,2.0192146,0.44982132,0.78335524,0.7810059,0.7763294,7.2069693
b80,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,45.71212,(x=50.64 y=91.49),2,1,3.2620907,0.24029517,0.64415044,0.64332736,0.6387769,6.549367
b81,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.964756,(x=57.03 y=49.59),2,1,3.3739047,0.270366,0.7499544,0.74889594,0.7435331,6.9114327
b82,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,44.19895,(x=58.38 y=9.88),2,1,2.8059855,0.30702046,0.7192299,0.71777904,0.7112498,6.7487826
b83,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.046356,(x=59.59 y=58.86),2,1,2.1856184,0.37549168,0.69555944,0.6938031,0.68856454,7.032466
b84,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,44.88,(x=62.53 y=80.98),2,1,2.1561372,0.39747345,0.72953355,0.72748435,0.72008175,6.6590295
b85,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,46.138363,(x=63.67 y=12.48),2,1,2.6360784,0.29669464,0.6483639,0.6473805,0.6428712,6.4931936
b86,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,43.23148,(x=64.12 y=97.29),2,1,3.2114234,0.27730826,0.7364633,0.7349775,0.726905,6.876282
b87,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.850395,(x=63.91 y=52.86),2,1,2.0670109,0.381562,0.6684961,0.666626,0.6618804,6.9265046
b88,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.63184,(x=65.25 y=43.86),2,1,3.0041842,0.29950777,0.74990356,0.74802786,0.7386602,6.955307
b89,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,44.324444,(x=65.69 y=12.93),2,1,3.3834417,0.25874093,0.7229463,0.72224456,0.71838045,6.7322445
b90,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,41.618183,(x=70.57 y=88.69),2,1,2.4137433,0.35458592,0.7229705,0.72141236,0.7136261,7.088894
b91,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,43.74576,(x=77.23 y=19.95),2,1,2.140581,0.3048288,0.5447522,0.5435166,0.5398182,6.808507
b92,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,41.51835,(x=79.10 y=12.61),2,1,3.2896216,0.26560217,0.7213271,0.7199139,0.7121295,7.1020503
b94,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.24204,(x=81.17 y=8.90),2,1,2.2468777,0.40818495,0.781152,0.77909327,0.7737717,7.0066776
b95,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,43.994873,(x=84.00 y=69.18),2,1,2.888861,0.30328315,0.7188093,0.7171986,0.7098585,6.7756777
b96,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,46.292576,(x=86.15 y=38.17),2,1,3.5396383,0.2429278,0.7074081,0.7060778,0.6992618,6.472871
b97,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,41.336067,(x=88.03 y=44.20),2,1,1.8253102,0.49014583,0.7789048,0.77613014,0.77197653,7.126073
b99,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,44.519608,(x=97.30 y=80.96),2,1,3.27699,0.24843736,0.66202134,0.6608273,0.6556208,6.7065244
b100,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,40.61947,(x=97.83 y=70.65),2,1,1.6692877,0.49851853,0.7266126,0.72326916,0.7182136,7.220511
b101,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.276924,(x=99.16 y=15.34),2,1,1.7712693,0.5175008,0.8037291,0.80072796,0.79630023,7.0020804
b102,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.213837,(x=103.20 y=102.69),2,1,2.194537,0.42696723,0.8043143,0.80214596,0.79662585,7.0103946
b103,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,44.836067,(x=104.64 y=62.33),2,1,1.8098373,0.41164514,0.636985,0.63532525,0.6320143,6.6648192
b104,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,46.88199,(x=105.96 y=99.57),2,1,2.9364283,0.23953617,0.57813615,0.57718205,0.57242984,6.395194
b105,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,45.305344,(x=106.97 y=5.19),2,1,1.966975,0.42879918,0.7206922,0.7185749,0.713178,6.602975
b107,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.06818,(x=109.27 y=58.71),2,1,3.0740428,0.30064285,0.76879597,0.7676062,0.76167434,7.0295897
b108,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,43.153286,(x=113.78 y=15.04),2,1,2.0498555,0.41466314,0.7270472,0.725587,0.72194076,6.8865876
b109,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,45.367924,(x=116.04 y=40.15),2,1,3.2923784,0.24096093,0.64887774,0.647916,0.6431681,6.5947275
b110,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,47.54867,(x=118.87 y=40.26),2,1,2.0498126,0.33037087,0.56832695,0.56683815,0.5623741,6.307334
b111,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,43.214287,(x=119.75 y=62.61),2,1,1.6350206,0.5041711,0.7198243,0.71643174,0.7113395,6.8785486
b112,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,41.275364,(x=120.75 y=77.83),2,1,1.9561758,0.42766613,0.7175173,0.71486473,0.7095664,7.134073
b113,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,43.840492,(x=121.52 y=39.18),2,1,2.341737,0.37862164,0.7475442,0.74613535,0.7416813,6.796023
b114,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,41.07563,(x=121.59 y=31.90),2,1,1.6333612,0.5847486,0.8525904,0.84823686,0.84149176,7.1603947
b116,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,44.569378,(x=123.82 y=8.02),2,1,3.0568893,0.27397066,0.6909043,0.6897362,0.6836157,6.6999655
b117,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.557896,(x=123.81 y=69.11),2,1,2.6592326,0.34159037,0.7597821,0.7585447,0.7534081,6.965052
b118,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.050632,(x=125.08 y=66.07),2,1,2.3220277,0.36614305,0.7184323,0.7164767,0.7105731,7.0319023
b119,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.63125,(x=125.76 y=61.23),2,1,2.3612337,0.38279504,0.76614565,0.764534,0.7596921,6.9553847
b121,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,41.407406,(x=128.05 y=28.84),2,1,1.7924289,0.5354857,0.845834,0.842256,0.83687335,7.116671
b122,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.173077,(x=129.71 y=40.27),2,1,2.1529243,0.4146117,0.7628854,0.7611093,0.7565594,7.015766
b123,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,46.257812,(x=133.05 y=86.11),2,1,2.2177296,0.299557,0.55426383,0.5529287,0.5489344,6.4774523
b124,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,42.861385,(x=133.45 y=41.01),2,1,1.5200536,0.5394944,0.77906907,0.7529443,0.72129494,6.925056
b125,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_comp_Image042,41.955975,(x=136.19 y=47.47),2,1,2.2741153,0.39729184,0.7670326,0.7654378,0.760456,7.0443773
b128,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,41.839508,(x=3.42 y=70.25),3,1,3.5411735,0.23304075,0.67729,0.67624944,0.67071474,6.8912373
b129,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,42.264,(x=6.45 y=71.19),3,1,1.8326333,0.4507078,0.71286374,0.71014196,0.7046976,6.836969
b130,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,40.659687,(x=15.92 y=42.05),3,1,2.7628312,0.34188643,0.78175443,0.7802191,0.77405125,7.042069
b131,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,41.589287,(x=21.33 y=17.71),3,1,1.7246547,0.49757522,0.74796915,0.74601537,0.74255604,6.9232264
b132,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,45.359375,(x=22.48 y=27.05),3,1,2.2226987,0.33518296,0.6259313,0.6247932,0.62133354,6.441247
b133,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,46.217106,(x=25.44 y=9.23),3,1,2.2158058,0.3793567,0.71128905,0.7095278,0.7042576,6.3315926
b134,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,43.479168,(x=26.66 y=62.64),3,1,2.9401813,0.29516867,0.7200134,0.71844816,0.7113949,6.681618
b135,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,42.796535,(x=26.39 y=90.44),3,1,3.7864294,0.21564497,0.62033516,0.6194567,0.6153946,6.7688875
b136,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,42.348213,(x=27.78 y=58.42),3,1,1.6655817,0.51799285,0.75721115,0.748242,0.7187333,6.8262024
b137,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,42.676056,(x=28.61 y=4.43),3,1,2.1474185,0.3878105,0.7057572,0.7036532,0.69825536,6.7842903
b138,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,40.635803,(x=30.72 y=14.84),3,1,2.3332548,0.38331422,0.75681865,0.755281,0.75072026,7.045122
b139,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,40.42623,(x=32.58 y=21.51),3,1,1.8145862,0.43539217,0.67803884,0.67591894,0.67143154,7.0719147
b140,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,41.86607,(x=33.21 y=11.82),3,1,1.680835,0.46734208,0.6807378,0.67811465,0.67415303,6.887841
b141,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,45.61947,(x=33.70 y=7.24),3,1,2.049531,0.332037,0.5712351,0.5697318,0.56519884,6.407996
b142,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,43.099236,(x=35.73 y=44.92),3,1,1.9588755,0.4080567,0.6829425,0.6807869,0.67644006,6.73019
b143,0,p207_clscellshape_20240726,p207_cellshape_20240322,c:1/3 - p207_cellshape_20240322_cb_ev_Image032,40.77311,(x=36.15 y=14.56),3,1,1.7451934,0.4998058,0.7617893,0.75939167,0.755687,7.0275683
