name,association,experiment,image,image.label,intensity,location,position,shape,shape.length,shape.roundness,shape.width.max,shape.width.mean,shape.width.min,zscore
b49,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,17433.12,(x=68.10 y=58.15),1,1,2.440141,0.44132245,0.9188357,0.9163676,0.908813,7.4598384
b50,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,17448.062,(x=72.23 y=21.09),1,1,3.3642137,0.29287702,0.81918603,0.8178708,0.8108057,7.453339
b51,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,16922.605,(x=71.56 y=47.97),1,1,2.2690256,0.45137867,0.88360196,0.88147813,0.8761639,7.681877
b52,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,16806.229,(x=75.80 y=98.23),1,1,1.8797716,0.5285324,0.8740449,0.8692423,0.85963637,7.7324934
b54,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,17878.248,(x=78.63 y=59.67),1,1,3.552371,0.30443162,0.89582604,0.89391226,0.8787549,7.266238
b56,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,18373.266,(x=83.33 y=49.26),1,1,3.2821686,0.29367235,0.79565024,0.7944235,0.7875975,7.0509396
b58,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,17270.146,(x=89.27 y=94.32),1,1,1.8948058,0.49618158,0.8202017,0.81744087,0.8119205,7.530721
b59,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,18179.943,(x=90.07 y=64.59),1,1,2.7369854,0.37740406,0.87468445,0.8732812,0.8680687,7.135021
b60,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,18394.213,(x=91.60 y=74.20),1,1,2.443201,0.420064,0.87853396,0.87572944,0.8630507,7.041829
b62,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,17137.79,(x=101.56 y=39.44),1,1,2.0219874,0.50341916,0.8891718,0.8851567,0.87237024,7.5882874
b66,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,17655.46,(x=107.29 y=79.13),1,1,2.310942,0.4856576,0.9761983,0.9733457,0.96256346,7.3631353
b67,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,18560.908,(x=108.29 y=48.43),1,1,3.661517,0.2771884,0.83965147,0.8383701,0.8280726,6.969328
b68,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,18403.543,(x=108.40 y=24.01),1,1,3.9438987,0.2395662,0.76337224,0.7625997,0.75739175,7.037771
b69,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,17485.91,(x=111.77 y=15.27),1,1,2.5087087,0.41624403,0.89083046,0.8872013,0.8744847,7.4368787
b71,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,19159.893,(x=116.32 y=85.65),1,1,2.0174198,0.46942124,0.81904125,0.8162615,0.81054044,6.7088103
b72,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,18976.475,(x=122.71 y=69.33),1,1,3.5042481,0.28260666,0.81787884,0.81657445,0.8086858,6.788585
b73,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,17829.826,(x=123.73 y=15.44),1,1,2.5660853,0.3919015,0.8507499,0.8493483,0.84433556,7.2872987
b74,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,18194.41,(x=123.67 y=11.80),1,1,2.1217494,0.4696489,0.86387116,0.8621731,0.85820687,7.12873
b75,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_wt_a001_Image034_ch00,19166.309,(x=134.23 y=37.95),1,1,3.416019,0.29062852,0.8255886,0.82422435,0.8167848,6.70602
b86,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,17464.04,(x=1.78 y=93.31),2,1,2.7467327,0.35472825,0.818467,0.8166332,0.8091942,8.346092
b87,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,17246.188,(x=2.63 y=84.96),2,1,3.5143871,0.27128223,0.7882616,0.78721285,0.7809469,8.455756
b88,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16544.254,(x=8.39 y=67.35),2,1,3.5002453,0.27744535,0.797504,0.79639775,0.789788,8.809104
b89,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16900.826,(x=10.45 y=102.49),2,1,2.7896907,0.3098669,0.71866655,0.7171059,0.7099685,8.629609
b90,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,17142.816,(x=11.26 y=84.26),2,1,3.965896,0.23688564,0.7706921,0.76990336,0.7643106,8.507792
b93,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,18071.082,(x=13.74 y=44.98),2,1,2.04507,0.3541298,0.6110219,0.60900426,0.60395473,8.040512
b95,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16169.56,(x=17.61 y=86.50),2,1,2.3572574,0.34330115,0.68030316,0.67866313,0.6737744,8.997722
b96,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15356.114,(x=19.43 y=84.65),2,1,2.0335748,0.42301512,0.7350105,0.73373765,0.730759,9.407203
b97,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15882.278,(x=21.97 y=17.36),2,1,2.3279426,0.40284166,0.79987913,0.7980432,0.7924656,9.142336
b98,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16354,(x=21.79 y=85.34),2,1,1.9420024,0.45254427,0.751741,0.7496392,0.7455044,8.904876
b99,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,17786.26,(x=25.35 y=57.87),2,1,4.9689865,0.15755028,0.6334359,0.63299644,0.62885535,8.183889
b101,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15497.278,(x=27.04 y=84.11),2,1,3.0717134,0.3012359,0.76899403,0.7678882,0.7619439,9.336142
b103,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15395.156,(x=29.19 y=69.28),2,1,3.1145945,0.30541766,0.7892449,0.78791624,0.781427,9.387549
b104,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15010.462,(x=30.68 y=60.24),2,1,2.2301295,0.38526982,0.7299448,0.72853893,0.7250316,9.581201
b106,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16177.446,(x=36.52 y=38.42),2,1,2.4531462,0.36143178,0.74772614,0.7463454,0.7421093,8.993752
b107,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,17673.27,(x=41.62 y=3.85),2,1,3.2819836,0.29728597,0.80862707,0.8072527,0.79993975,8.2407675
b108,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16036.847,(x=45.26 y=62.64),2,1,3.247334,0.30193862,0.80901563,0.8075246,0.7999659,9.0645275
b109,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15479.788,(x=48.70 y=78.21),2,1,2.582081,0.36435947,0.7930344,0.79133487,0.7852186,9.344946
b110,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15802.058,(x=53.06 y=77.56),2,1,1.6271358,0.53769594,0.77166146,0.7688174,0.7658779,9.182719
b111,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16411.574,(x=53.51 y=11.85),2,1,2.600592,0.34747317,0.7578382,0.7534645,0.7204801,8.875894
b112,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15505.481,(x=55.36 y=78.23),2,1,2.377136,0.38198194,0.7689368,0.7675113,0.7626076,9.332012
b113,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15952.936,(x=57.12 y=37.59),2,1,2.4824703,0.3583244,0.7511235,0.74626565,0.7134165,9.106768
b114,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16745.637,(x=61.30 y=8.23),2,1,2.389167,0.35550657,0.71661025,0.71487486,0.7088156,8.707729
b115,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15254.36,(x=64.25 y=28.87),2,1,2.1610847,0.41710234,0.77165055,0.76977193,0.7649716,9.458425
b116,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16783.305,(x=65.00 y=15.18),2,1,3.2821393,0.27870417,0.75550795,0.7545357,0.7491402,8.688767
b118,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,17846.465,(x=68.46 y=27.99),2,1,3.4530687,0.22727609,0.64150304,0.6408392,0.6367938,8.153583
b119,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15519.388,(x=70.73 y=55.82),2,1,2.63043,0.32603967,0.71878046,0.71722674,0.71102697,9.325012
b120,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15336.093,(x=75.95 y=28.26),2,1,2.4519746,0.35431337,0.7298979,0.72811335,0.72063303,9.417281
b121,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15255.569,(x=77.89 y=69.05),2,1,2.4736257,0.36332017,0.7598587,0.7585369,0.7535466,9.457816
b122,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16748.248,(x=79.27 y=56.57),2,1,2.4628732,0.29639784,0.60803604,0.60653174,0.6005322,8.706414
b123,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16211.065,(x=80.73 y=97.77),2,1,2.3694665,0.36076877,0.7209657,0.71907777,0.7123316,8.976828
b124,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15752.936,(x=84.54 y=71.65),2,1,3.389676,0.2588791,0.7774814,0.739922,0.6903292,9.207446
b126,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16444.12,(x=91.43 y=85.39),2,1,2.3728676,0.35401118,0.707382,0.705708,0.69981134,8.859511
b127,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15875.603,(x=92.25 y=82.60),2,1,2.1943173,0.39562988,0.7395104,0.73756963,0.7305104,9.145697
b129,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16513.092,(x=103.60 y=37.94),2,1,3.33341,0.24794374,0.68135375,0.6803515,0.67486936,8.824791
b130,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16772.473,(x=102.82 y=44.76),2,1,2.6709828,0.3315981,0.74120283,0.74005306,0.73546255,8.694221
b131,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16407.324,(x=103.35 y=69.34),2,1,1.8960642,0.500468,0.82888496,0.825976,0.8201484,8.878033
b132,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,18017.445,(x=111.30 y=102.02),2,1,2.3912606,0.33560666,0.67351896,0.67218465,0.6673572,8.0675125
b133,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,17286.348,(x=112.04 y=14.61),2,1,3.0296423,0.24973845,0.62387806,0.62256527,0.61595696,8.43554
b134,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16157.012,(x=113.81 y=45.19),2,1,3.5686495,0.26450667,0.7776241,0.7766339,0.77051425,9.004038
b135,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15389.1455,(x=114.91 y=56.41),2,1,2.4374115,0.38372007,0.79407364,0.7921787,0.78651476,9.390574
b136,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16355.918,(x=116.11 y=85.76),2,1,2.6452448,0.34712592,0.7730836,0.77159363,0.7663786,8.90391
b137,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15872.242,(x=115.64 y=6.41),2,1,1.9146912,0.4878301,0.81316525,0.810578,0.80541193,9.147388
b138,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16189.245,(x=117.42 y=32.95),2,1,4.0332465,0.22417846,0.74035287,0.7393665,0.72990537,8.987812
b139,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16105.639,(x=120.36 y=63.24),2,1,2.6577594,0.30534205,0.6771635,0.6758426,0.67053014,9.029899
b140,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,17109.016,(x=122.32 y=92.88),2,1,2.4357708,0.40345386,0.83783585,0.83578557,0.82703924,8.524807
b141,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15989.248,(x=122.03 y=56.63),2,1,1.8170108,0.47941145,0.75756884,0.7551709,0.7515878,9.088489
b143,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,15631.845,(x=128.68 y=27.31),2,1,2.855068,0.30393043,0.7238534,0.72265106,0.71516895,9.268402
b144,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image016_ch00,16025.217,(x=130.28 y=40.09),2,1,3.0121949,0.31680107,0.7970997,0.7957288,0.7896003,9.070382
b153,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,16600.574,(x=4.89 y=5.80),3,1,2.444831,0.37529492,0.775615,0.77412385,0.76959616,6.882354
b155,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,16248.588,(x=8.17 y=59.43),3,1,1.8396226,0.5231311,0.84484816,0.8407001,0.83440346,7.0202045
b156,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,17190.844,(x=11.26 y=63.64),3,1,2.6603122,0.28333265,0.6260766,0.62514305,0.62142426,6.651183
b157,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,15315.7295,(x=12.99 y=12.91),3,1,1.9951396,0.38117427,0.6454923,0.64393723,0.6400692,7.385546
b158,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,16406.117,(x=12.68 y=14.60),3,1,2.0243077,0.44587076,0.77790076,0.77565414,0.77100676,6.9585104
b159,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,18041.031,(x=15.05 y=30.93),3,1,3.6618116,0.2179785,0.652293,0.65151954,0.6468256,6.318218
b160,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,17929.117,(x=16.09 y=96.18),3,1,4.3438053,0.18969399,0.6683134,0.6675858,0.6620292,6.362048
b161,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,16260.4,(x=16.23 y=16.16),3,1,2.193311,0.41547516,0.772178,0.7705309,0.7657976,7.0155787
b162,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,17342.941,(x=18.91 y=32.98),3,1,2.1660104,0.3512689,0.6416615,0.6404169,0.63668925,6.5916157
b163,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,16157.824,(x=18.82 y=74.61),3,1,1.9755986,0.41345754,0.6986437,0.69666946,0.69172126,7.055751
b164,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,17243.09,(x=20.13 y=18.45),3,1,3.2000668,0.23483346,0.6178616,0.6166808,0.6101876,6.6307216
b165,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,15168.637,(x=20.89 y=43.79),3,1,2.3478653,0.41976324,0.8395537,0.83825046,0.8338672,7.443153
b166,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,16895.355,(x=23.68 y=95.16),3,1,2.353004,0.40802187,0.8188405,0.8166202,0.80998486,6.7669063
b167,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,16940.547,(x=25.32 y=22.36),3,1,3.470187,0.2532613,0.725248,0.7242455,0.71590453,6.749208
b168,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,17028.64,(x=26.44 y=14.21),3,1,3.0168953,0.32936284,0.832981,0.8313054,0.82362884,6.7147074
b169,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,17175.732,(x=27.18 y=56.77),3,1,2.081813,0.39281452,0.6959522,0.6938733,0.6884966,6.657101
b170,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,17264.889,(x=27.92 y=28.01),3,1,3.0064425,0.25555834,0.6343978,0.63367677,0.63007754,6.622184
b171,0,p207_clscellshape_20240726,p207_cellshape_20240412,- p207_cellshape_20240412_ca001_Image030_ch00,17473.014,(x=28.22 y=30.32),3,1,2.0252888,0.42863524,0.74484426,0.7425389,0.7339193,6.5406747
