"Time","wellID","od","rowID","colID","abx","abx_conc","strain","abx_cond","str_abx_cond"
0,"A1",0.030425,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
0.166666666666667,"A1",0.030475,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
0.333333333333333,"A1",0.02965,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
0.5,"A1",0.03005,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
0.666666666666667,"A1",0.0303,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
0.833333333333333,"A1",0.03345,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
1,"A1",0.040175,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
1.16694444444444,"A1",0.0386,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
1.33361111111111,"A1",0.04455,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
1.50027777777778,"A1",0.046125,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
1.66694444444444,"A1",0.053025,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
1.83361111111111,"A1",0.055225,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
2.00027777777778,"A1",0.059975,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
2.16694444444444,"A1",0.06695,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
2.33361111111111,"A1",0.074125,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
2.50027777777778,"A1",0.083125,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
2.66694444444444,"A1",0.0898,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
2.83361111111111,"A1",0.097925,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
3.00027777777778,"A1",0.10895,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
3.16694444444444,"A1",0.121325,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
3.33361111111111,"A1",0.134925,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
3.50027777777778,"A1",0.149175,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
3.66722222222222,"A1",0.1661,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
3.83388888888889,"A1",0.183375,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
4.00055555555556,"A1",0.2066,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
4.16722222222222,"A1",0.228025,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
4.33388888888889,"A1",0.25305,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
4.50055555555556,"A1",0.27985,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
4.66722222222222,"A1",0.3048,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
4.83388888888889,"A1",0.333775,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
5.00055555555556,"A1",0.365075,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
5.16722222222222,"A1",0.391725,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
5.33388888888889,"A1",0.4254,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
5.50055555555556,"A1",0.4519,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
5.66722222222222,"A1",0.48,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
5.83388888888889,"A1",0.5095,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
6.00083333333333,"A1",0.536825,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
6.1675,"A1",0.570575,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
6.33416666666667,"A1",0.593275,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
6.50083333333333,"A1",0.615025,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
6.6675,"A1",0.634725,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
6.83416666666667,"A1",0.654125,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
7.00083333333333,"A1",0.669125,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
7.1675,"A1",0.681075,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
7.33416666666667,"A1",0.69125,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
7.50083333333333,"A1",0.699075,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
7.6675,"A1",0.705675,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
7.83416666666667,"A1",0.711975,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
8.00083333333333,"A1",0.716975,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
8.1675,"A1",0.72165,"A","1","bhis","0","wt","bhis_0","wt_bhis_0"
