"exp_rep","media_type2","strain","str_med2","str_med2_rep","mintime","peak growth rate","peak growth time","doubling time","lag time","max y","max y time"
"exp0229_hWT_bhis_1","bhis","WT","WT_bhis","WT_bhis_1",0,0.135333013159884,4.13594272642654,5.1217893134549,2.31599658717534,0.721214261793378,8.8
"exp0229_hWT_pH5_1","pH5","WT","WT_pH5","WT_pH5_1",1,0.0377936892194332,5.80505658607031,18.3402889444181,2.94070681131985,0.331933521754023,12.8
"exp0229_hcAB_acomp_bhis_1","bhis","cAB_acomp","cAB_acomp_bhis","cAB_acomp_bhis_1",0,0.135671107215794,4.37187671278795,5.10902575194179,2.45751762773522,0.749029236052323,8.8
"exp0229_hcAB_acomp_pH5_1","pH5","cAB_acomp","cAB_acomp_pH5","cAB_acomp_pH5_1",0,0.0350140013132795,5.71311732538606,19.7962859016933,2.67498468608966,0.280599534195569,11.5
"exp0229_hcAB_bcomp_bhis_1","bhis","cAB_bcomp","cAB_bcomp_bhis","cAB_bcomp_bhis_1",0,0.14016298889247,4.20965523926655,4.94529394697563,2.33716874351322,0.729395399152567,8.3
"exp0229_hcAB_bcomp_pH5_1","pH5","cAB_bcomp","cAB_bcomp_pH5","cAB_bcomp_pH5_1",0,0.0384511569478283,6.6405287440626,18.0266924477833,2.92700288678285,0.287996791715838,11.3
"exp0229_hcAB_bhis_1","bhis","cAB","cAB_bhis","cAB_bhis_1",0,0.130237268496367,4.41089135499099,5.32218763924154,2.57146776732279,0.716254386784774,9.2
"exp0229_hcAB_pH5_1","pH5","cAB","cAB_pH5","cAB_pH5_1",0.2,0.0323494036141848,6.82781053359031,21.426892094419,3.05948188246263,0.259656436594517,11.8
"exp0229_hcA_bhis_1","bhis","cA","cA_bhis","cA_bhis_1",0,0.138216855121982,4.23677357530537,5.01492513303256,2.48885858336602,0.716830589258399,8.8
"exp0229_hcA_comp_bhis_1","bhis","cA_comp","cA_comp_bhis","cA_comp_bhis_1",0,0.146158870942963,3.95085958402087,4.74242292710676,2.42889657094017,0.746062436685233,8.7
"exp0229_hcA_comp_pH5_1","pH5","cA_comp","cA_comp_pH5","cA_comp_pH5_1",0.5,0.0401987330194501,5.84233066527034,17.2430106248514,2.84096275666177,0.312926022654329,11.8
"exp0229_hcA_pH5_1","pH5","cA","cA_pH5","cA_pH5_1",0.2,0.0369767444890969,6.1349466850921,18.7454896350956,2.79664710131464,0.278413641735455,11.3
"exp0229_hcB_bhis_1","bhis","cB","cB_bhis","cB_bhis_1",0,0.126608925976117,4.64124841042663,5.47471021664537,2.56573302989877,0.717910327356729,9.3
"exp0229_hcB_comp_bhis_1","bhis","cB_comp","cB_comp_bhis","cB_comp_bhis_1",0,0.132421610651777,4.39674277023257,5.23439623750448,2.58562888439542,0.713290370025116,8.8
"exp0229_hcB_comp_pH5_1","pH5","cB_comp","cB_comp_pH5","cB_comp_pH5_1",0.3,0.0356469239955665,6.34905847774472,19.4447964330991,3.7209885485547,0.282482987240901,12.2
"exp0229_hcB_pH5_1","pH5","cB","cB_pH5","cB_pH5_1",0,0.034438461539297,6.22222750126472,20.1271238486949,2.42353387641886,0.263136198063109,10.8
"exp0412_naWT_na300_1","na300","WT","WT_na300","WT_na300_1",2.7,0.061082967082568,10.1246402377017,11.3476344333928,5.53854618145484,0.434895895436456,13.8
"exp0412_nacAB_acomp_na300_1","na300","cAB_acomp","cAB_acomp_na300","cAB_acomp_na300_1",6,0.0178115512301181,10.9199713738147,38.9155987372891,6.94453601627411,0.192375532671768,17.8
